t,norm_ref,norm_tdvp,norm_bug,err_state_tdvp,err_state_bug,err_state_normed_tdvp,err_state_normed_bug,max_abs_err_z_tdvp,max_abs_err_z_bug,max_bond_dim_tdvp,max_bond_dim_bug,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,z_bug_1,z_bug_2,z_bug_3,z_bug_4,z_bug_5,z_bug_6,z_bug_7,z_bug_8,z_bug_9,z_bug_10
0.0000000000,1.0000000000000000e+00,9.9999999999999922e-01,9.9999999999999922e-01,7.7715611723760958e-16,7.7715611723760958e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.2371143170757382e-17,2.2371143170757382e-17,1,1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17
0.0500000000,9.5146844138369180e-01,9.5146841579198571e-01,9.5127702118386182e-01,2.3420787620864492e-04,1.3504360980115068e-01,2.4615412111788309e-04,1.4194591707088344e-01,1.7295731780178625e-06,1.9153451138571718e-02,4,2,9.1015306869475232e-03,9.1435435111883109e-03,9.1540965429264681e-03,9.1567409978692282e-03,9.1573663695090797e-03,9.1573663695090970e-03,9.1567409978692768e-03,9.1540965429264057e-03,9.1435435111881982e-03,9.1015306869475232e-03,9.1014379207954819e-03,9.1426311531191407e-03,9.1531512134437887e-03,9.1552495099541664e-03,9.1556707799162473e-03,9.1556367963310792e-03,9.1550791798811759e-03,9.1526290178605696e-03,9.1426781599916462e-03,9.1006689743690101e-03,4.0179228314171793e-16,-1.0009907627383408e-02,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,4.5289550869221651e-03
0.1000000000,9.0576059382903196e-01,9.0576047716901409e-01,9.0501879158532639e-01,2.2301232738808506e-04,2.5516661386944023e-01,2.4621551517719137e-04,2.8182953602866362e-01,3.3834511603270112e-06,3.7198751587611503e-02,4,2,1.6759879346611106e-02,1.7059400544427630e-02,1.7135750122681107e-02,1.7155213963529918e-02,1.7159882743260680e-02,1.7159882743260663e-02,1.7155213963529974e-02,1.7135750122680891e-02,1.7059400544427700e-02,1.6759879346611144e-02,1.6759707239907613e-02,1.7057849972792694e-02,1.7134139308178031e-02,1.7152380190377514e-02,1.7156588925800520e-02,1.7156499292100336e-02,1.7151945608033181e-02,1.7132819036322633e-02,1.7057429235560084e-02,1.6757942618458373e-02,2.1750807915624491e-16,-2.0139351043183873e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.1102230246251565e-16,8.2217847751860640e-03
0.1500000000,8.6273230984515648e-01,8.6273204467795050e-01,8.6109713238918251e-01,2.1253797242936514e-04,3.6000798756024871e-01,2.4635432943930836e-04,4.1767987847176469e-01,4.7981812301908788e-06,2.4603360508783069e-02,4,2,2.3403403060491490e-02,2.4294825665883896e-02,2.4527551803596285e-02,2.4588444546299906e-02,2.4603360508783069e-02,2.4603360508783055e-02,2.4588444546299923e-02,2.4527551803596059e-02,2.4294825665883663e-02,2.3403403060491278e-02,2.3403108877285504e-02,2.4292720944063706e-02,2.4525327326998692e-02,2.4584474817486768e-02,2.4598705951789201e-02,2.4598562327552864e-02,2.4583805250466162e-02,2.4523385868826852e-02,2.4291887649656896e-02,2.3400571246881136e-02,8.2355806318193295e-16,3.2753113986004889e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.3306690738754696e-16,1.1217377071231802e-02
0.2000000000,8.2226702049210598e-01,8.2226655496204026e-01,8.1939112916265711e-01,2.0271055011343664e-04,4.4957729833915561e-01,2.4652584609687181e-04,5.4770085941725177e-01,5.9908923561793892e-06,3.1855134602928277e-02,5,2,2.9347670647824398e-02,3.1190372617248302e-02,3.1687251302866801e-02,3.1821442608772912e-02,3.1855134602928228e-02,3.1855134602928277e-02,3.1821442608772989e-02,3.1687251302866572e-02,3.1190372617248011e-02,2.9347670647824179e-02,2.9347207124336253e-02,3.1187791237169249e-02,3.1684465911436088e-02,3.1816532444683708e-02,3.1849340595049139e-02,3.1849143710572098e-02,3.1815648236434714e-02,3.1682055051320379e-02,3.1186581168180072e-02,2.9344088661999373e-02,3.2029046020602077e-17,1.3488120663869840e-02,-1.1102230246251565e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3631278636922730e-02
0.2500000000,7.8426781693087111e-01,7.8426710565552060e-01,7.7978664214873383e-01,1.9351872130283045e-04,5.2424136569316981e-01,2.4674925801211633e-04,6.7034029609957146e-01,6.9376715855634652e-06,9.8373708404402682e-02,6,2,3.4819407897491272e-02,3.7920678498076725e-02,3.8790844606687996e-02,3.9033982533987793e-02,3.9096599115079081e-02,3.9096599115079081e-02,3.9033982533987821e-02,3.8790844606687774e-02,3.7920678498076565e-02,3.4819407897491141e-02,3.4818731189397052e-02,3.7917712646560187e-02,3.8787588120446748e-02,3.9028355608077159e-02,3.9089913295716205e-02,3.9089661443493517e-02,3.9027272563585180e-02,3.8784835445361265e-02,3.7916152859477081e-02,3.4815200539855158e-02,1.0981435434308952e-16,1.3629438690247941e-01,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,1.5559442510069601e-02
0.3000000000,7.4864994836522880e-01,7.4864895491806904e-01,7.4217585232553851e-01,1.8492421287885256e-04,5.8468695040562801e-01,2.4700685208940904e-04,7.8433928210537285e-01,7.5889750124139010e-06,1.0536566265870934e-01,7,2,3.9974931620090026e-02,4.4532366771416317e-02,4.5871577974775091e-02,4.6258532537542835e-02,4.6360574782874100e-02,4.6360574782874149e-02,4.6258532537542883e-02,4.5871577974774813e-02,4.4532366771415935e-02,3.9974931620089929e-02,3.9974013327343870e-02,4.4529133792357456e-02,4.5867994816768343e-02,4.6252457749717951e-02,4.6353293201224402e-02,4.6352985807861735e-02,4.6251192796156179e-02,4.5865004701642786e-02,4.4527249754215292e-02,3.9970213278851571e-02,4.1196046089915718e-16,-6.0833295887293026e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4408920985006262e-16,1.7081432689940338e-02
0.3500000000,7.1533383917940174e-01,7.1533253966647803e-01,7.0645684112939178e-01,1.7683692339085560e-04,6.3186483311232799e-01,2.4720249403681636e-04,8.8875922109058958e-01,7.8894961442407818e-06,9.2352910935403570e-02,7,2,4.4914301333511625e-02,5.0978639442712449e-02,5.2855274125636981e-02,5.3414547090202977e-02,5.3565015605670813e-02,5.3565015605670854e-02,5.3414547090203032e-02,5.2855274125636884e-02,5.0978639442712137e-02,4.4914301333511486e-02,4.4913135890039826e-02,5.0975285525474839e-02,5.2851566470945827e-02,5.3408340819473994e-02,5.3557487210550453e-02,5.3557126109526614e-02,5.3406914627309711e-02,5.2848422107344473e-02,5.0973106632404397e-02,4.4909184928654859e-02,-2.8646301449131313e-16,-4.1374271492691128e-02,1.1102230246251565e-16,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,1.8263154443680565e-02
0.4000000000,6.8423878922617232e-01,6.8423717613435109e-01,6.7253320178454812e-01,1.6927691300417042e-04,6.6692218561122552e-01,2.4738355848419324e-04,9.8298649203767052e-01,7.7971770108473115e-06,6.7536388364810046e-02,7,2,4.9692278423227931e-02,5.7150387682114535e-02,5.9592625501756022e-02,6.0340442869213820e-02,6.0544651348243814e-02,6.0544651348243848e-02,6.0340442869213765e-02,5.9592625501755661e-02,5.7150387682114202e-02,4.9692278423228084e-02,4.9690885984349176e-02,5.7147085167272016e-02,5.9589043452201340e-02,6.0334455930693316e-02,6.0537264323150791e-02,6.0536854171233001e-02,6.0332894186875534e-02,5.9585808706879462e-02,5.7144648336433040e-02,4.9686881051545347e-02,3.0183495756941671e-16,1.2468677604692457e-01,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,1.9159171659875199e-02
0.4500000000,6.5527759340362735e-01,6.5527567896036731e-01,6.4031368023367485e-01,1.6219544746455582e-04,6.9113075599633167e-01,2.4750485479208310e-04,1.0667173339036895e+00,7.2975676528308497e-06,5.1406393956668905e-01,8,2,5.4327022353508336e-02,6.2903742625975728e-02,6.5888978673834961e-02,6.6824151844439891e-02,6.7081654747886882e-02,6.7081654747886910e-02,6.6824151844439905e-02,6.5888978673834642e-02,6.2903742625975256e-02,5.4327022353508406e-02,5.4325453015658332e-02,6.2900682690206378e-02,6.5885798801370604e-02,6.6818745473952806e-02,6.7074808985223555e-02,6.7074357180234079e-02,6.6817078686135761e-02,6.5882520372860076e-02,6.2898033156009225e-02,5.4321470718012861e-02,1.4167358799436687e-16,-4.5116019694071330e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,-2.2204460492503131e-16,0.0000000000000000e+00,-4.4408920985006262e-16,1.9814665764957880e-02
